artist,rank,count,first
Yeah Yeah Yeahs,2,4,< 2005
Yeah Yeah Yeahs,2,4,< 2005
Yeah Yeah Yeahs,1,4,< 2005
Yeah Yeah Yeahs,1,4,< 2005
Thursday,3,4,< 2005
Thursday,1,4,< 2005
Thursday,3,4,< 2005
Thursday,3,4,< 2005
The Offspring,1,4,< 2005
The Offspring,1,4,< 2005
The Offspring,1,4,< 2005
The Hives,1,4,< 2005
The Hives,1,4,< 2005
The Hives,2,4,< 2005
The Hives,1,4,< 2005
Taking Back Sunday,1,4,< 2005
Taking Back Sunday,1,4,< 2005
Taking Back Sunday,1,4,< 2005
Taking Back Sunday,1,4,< 2005
Roots Manuva,3,4,< 2005
Roots Manuva,3,4,< 2005
Roots Manuva,1,4,< 2005
Roots Manuva,3,4,< 2005
Reel Big Fish,3,4,< 2005
Reel Big Fish,2,4,< 2005
Reel Big Fish,1,4,< 2005
Reel Big Fish,3,4,< 2005
Placebo,1,4,< 2005
Placebo,1,4,< 2005
Placebo,1,4,< 2005
Placebo,1,4,< 2005
LCD Soundsystem,3,4,< 2005
LCD Soundsystem,2,4,< 2005
LCD Soundsystem,2,4,< 2005
LCD Soundsystem,2,4,< 2005
Ladytron,4,4,< 2005
Ladytron,3,4,< 2005
Ladytron,2,4,< 2005
Ladytron,4,4,< 2005
Interpol,4,4,< 2005
Interpol,2,4,< 2005
Interpol,1,4,< 2005
Interpol,1,4,< 2005
Graham Coxon,2,4,< 2005
Graham Coxon,2,4,< 2005
Graham Coxon,1,4,< 2005
Graham Coxon,2,4,< 2005
Dropkick Murphys,3,4,< 2005
Dropkick Murphys,1,4,< 2005
Dropkick Murphys,1,4,< 2005
Dropkick Murphys,1,4,< 2005
Dizzee Rascal,2,4,< 2005
Dizzee Rascal,2,4,< 2005
Dizzee Rascal,1,4,< 2005
Dizzee Rascal,1,4,< 2005
Deftones,1,4,< 2005
Deftones,1,4,< 2005
Deftones,1,4,< 2005
Deftones,1,4,< 2005
Coheed and Cambria,3,4,< 2005
Coheed and Cambria,2,4,< 2005
Coheed and Cambria,1,4,< 2005
Coheed and Cambria,1,4,< 2005
2manydjs,2,4,< 2005
2manydjs,3,4,< 2005
2manydjs,3,4,< 2005
2manydjs,2,4,< 2005
Thrice,5,5,< 2005
Thrice,1,5,< 2005
Thrice,3,5,< 2005
Thrice,1,5,< 2005
Thrice,4,5,< 2005
The Streets,3,5,< 2005
The Streets,1,5,< 2005
The Streets,1,5,< 2005
The Streets,1,5,< 2005
The Streets,2,5,< 2005
The Living End,1,5,< 2005
The Living End,4,5,< 2005
The Living End,1,5,< 2005
The Living End,4,5,< 2005
The Libertines,2,5,< 2005
The Libertines,1,5,< 2005
The Libertines,1,5,< 2005
The Libertines,1,5,< 2005
The Libertines,1,5,< 2005
Hundred Reasons,2,5,< 2005
Hundred Reasons,1,5,< 2005
Hundred Reasons,2,5,< 2005
Hundred Reasons,1,5,< 2005
Hundred Reasons,3,5,< 2005
Foo Fighters,1,5,< 2005
Foo Fighters,1,5,< 2005
Foo Fighters,1,5,< 2005
Foo Fighters,1,5,< 2005
Foo Fighters,1,5,< 2005
Flogging Molly,3,5,< 2005
Flogging Molly,1,5,< 2005
Flogging Molly,3,5,< 2005
Flogging Molly,3,5,< 2005
elbow,4,5,< 2005
elbow,2,5,< 2005
elbow,2,5,< 2005
elbow,1,5,< 2005
elbow,1,5,< 2005
Bouncing Souls,3,5,< 2005
Bouncing Souls,3,5,< 2005
Bouncing Souls,3,5,< 2005
Bouncing Souls,3,5,< 2005
Bouncing Souls,3,5,< 2005
Bloc Party,2,5,< 2005
Bloc Party,2,5,< 2005
Bloc Party,1,5,< 2005
Bloc Party,1,5,< 2005
Bloc Party,1,5,< 2005
blink-182,1,5,< 2005
blink-182,1,5,< 2005
blink-182,1,5,< 2005
blink-182,1,5,< 2005
The Subways,4,6,< 2005
The Subways,2,6,< 2005
The Subways,1,6,< 2005
The Subways,2,6,< 2005
The Subways,1,6,< 2005
The Subways,4,6,< 2005
The Kills,4,6,< 2005
The Kills,2,6,< 2005
The Kills,4,6,< 2005
The Kills,2,6,< 2005
The Kills,4,6,< 2005
The Kills,2,6,< 2005
The Futureheads,2,6,< 2005
The Futureheads,2,6,< 2005
The Futureheads,2,6,< 2005
The Futureheads,1,6,< 2005
The Futureheads,1,6,< 2005
The Futureheads,4,6,< 2005
Sick Of It All,3,6,< 2005
Sick Of It All,3,6,< 2005
Sick Of It All,3,6,< 2005
Sick Of It All,3,6,< 2005
Sick Of It All,4,6,< 2005
Queens of the Stone Age,2,6,< 2005
Queens of the Stone Age,1,6,< 2005
Queens of the Stone Age,1,6,< 2005
Queens of the Stone Age,1,6,< 2005
Queens of the Stone Age,1,6,< 2005
Queens of the Stone Age,1,6,< 2005
MUSE,2,6,< 2005
MUSE,1,6,< 2005
MUSE,1,6,< 2005
MUSE,1,6,< 2005
MUSE,1,6,< 2005
Less Than Jake,1,6,< 2005
Less Than Jake,1,6,< 2005
Less Than Jake,1,6,< 2005
Less Than Jake,3,6,< 2005
Less Than Jake,3,6,< 2005
Funeral For A Friend,5,6,< 2005
Funeral For A Friend,2,6,< 2005
Funeral For A Friend,1,6,< 2005
Funeral For A Friend,1,6,< 2005
Funeral For A Friend,1,6,< 2005
Funeral For A Friend,4,6,< 2005
Feeder,1,6,< 2005
Feeder,2,6,< 2005
Feeder,1,6,< 2005
Feeder,1,6,< 2005
Feeder,4,6,< 2005
Capdown,3,6,< 2005
Capdown,2,6,< 2005
Capdown,3,6,< 2005
Capdown,3,6,< 2005
Capdown,4,6,< 2005
Capdown,3,6,< 2005
Ash,2,6,< 2005
Ash,1,6,< 2005
Ash,2,6,< 2005
Ash,4,6,< 2005
Ash,5,6,< 2005
Ash,5,6,< 2005
Alexisonfire,3,6,< 2005
Alexisonfire,3,6,< 2005
Alexisonfire,1,6,< 2005
Alexisonfire,1,6,< 2005
Alexisonfire,1,6,< 2005
The Cribs,4,7,< 2005
The Cribs,2,7,< 2005
The Cribs,1,7,< 2005
The Cribs,2,7,< 2005
The Cribs,1,7,< 2005
The Cribs,2,7,< 2005
The Cribs,1,7,< 2005
The Bronx,2,7,< 2005
The Bronx,4,7,< 2005
The Bronx,3,7,< 2005
The Bronx,3,7,< 2005
The Bronx,4,7,< 2005
The Bronx,4,7,< 2005
The Bronx,4,7,< 2005
New Found Glory,2,7,< 2005
New Found Glory,1,7,< 2005
New Found Glory,4,7,< 2005
New Found Glory,1,7,< 2005
New Found Glory,1,7,< 2005
New Found Glory,1,7,< 2005
New Found Glory,4,7,< 2005
Jimmy Eat World,2,7,< 2005
Jimmy Eat World,1,7,< 2005
Jimmy Eat World,1,7,< 2005
Jimmy Eat World,1,7,< 2005
Jimmy Eat World,1,7,< 2005
British Sea Power,4,7,< 2005
British Sea Power,4,7,< 2005
British Sea Power,2,7,< 2005
British Sea Power,2,7,< 2005
British Sea Power,1,7,< 2005
British Sea Power,4,7,< 2005
British Sea Power,5,7,< 2005
Billy Talent,4,7,< 2005
Billy Talent,1,7,< 2005
Billy Talent,3,7,< 2005
Billy Talent,1,7,< 2005
Billy Talent,2,7,< 2005
Billy Talent,4,7,< 2005
Billy Talent,1,7,< 2005
Biffy Clyro,2,8,< 2005
Biffy Clyro,4,8,< 2005
Biffy Clyro,1,8,< 2005
Biffy Clyro,2,8,< 2005
Biffy Clyro,1,8,< 2005
Biffy Clyro,1,8,< 2005
Biffy Clyro,1,8,< 2005
Biffy Clyro,1,8,< 2005
Wiley,4,4,< 2010
Wiley,6,4,< 2010
Wiley,6,4,< 2010
Wiley,2,4,< 2010
White Lies,4,4,< 2010
White Lies,2,4,< 2010
White Lies,2,4,< 2010
White Lies,1,4,< 2010
The Sunshine Underground,4,4,< 2010
The Sunshine Underground,2,4,< 2010
The Sunshine Underground,4,4,< 2010
The Sunshine Underground,5,4,< 2010
The King Blues,3,4,< 2010
The King Blues,1,4,< 2010
The King Blues,3,4,< 2010
The King Blues,4,4,< 2010
Rise Against,3,4,< 2010
Rise Against,3,4,< 2010
Rise Against,3,4,< 2010
Rise Against,1,4,< 2010
Pendulum,2,4,< 2010
Pendulum,2,4,< 2010
Pendulum,3,4,< 2010
Pendulum,2,4,< 2010
Our Fold,5,4,< 2010
Our Fold,5,4,< 2010
Our Fold,5,4,< 2010
Our Fold,5,4,< 2010
Mastodon,1,4,< 2010
Mastodon,2,4,< 2010
Mastodon,4,4,< 2010
Mastodon,4,4,< 2010
Klaxons,4,4,< 2010
Klaxons,2,4,< 2010
Klaxons,2,4,< 2010
Klaxons,3,4,< 2010
Kings of Leon,1,4,< 2010
Kings of Leon,1,4,< 2010
Kings of Leon,1,4,< 2010
Kings of Leon,1,4,< 2010
Kids in Glass Houses,3,4,< 2010
Kids in Glass Houses,2,4,< 2010
Kids in Glass Houses,1,4,< 2010
Kids in Glass Houses,2,4,< 2010
Gogol Bordello,2,4,< 2010
Gogol Bordello,1,4,< 2010
Gogol Bordello,1,4,< 2010
Gogol Bordello,4,4,< 2010
Get Cape. Wear Cape. Fly,4,4,< 2010
Get Cape. Wear Cape. Fly,2,4,< 2010
Get Cape. Wear Cape. Fly,1,4,< 2010
Get Cape. Wear Cape. Fly,3,4,< 2010
Cancer Bats,3,4,< 2010
Cancer Bats,3,4,< 2010
Cancer Bats,1,4,< 2010
Cancer Bats,4,4,< 2010
Cage the Elephant,4,4,< 2010
Cage the Elephant,2,4,< 2010
Cage the Elephant,2,4,< 2010
Cage the Elephant,2,4,< 2010
Bullet for my Valentine,2,4,< 2010
Bullet for my Valentine,1,4,< 2010
Bullet for my Valentine,2,4,< 2010
Bullet for my Valentine,1,4,< 2010
Bring Me The Horizon,4,4,< 2010
Bring Me The Horizon,1,4,< 2010
Bring Me The Horizon,1,4,< 2010
Bring Me The Horizon,1,4,< 2010
Arctic Monkeys,4,4,< 2010
Arctic Monkeys,1,4,< 2010
Arctic Monkeys,1,4,< 2010
Arctic Monkeys,1,4,< 2010
All Time Low,4,4,< 2010
All Time Low,1,4,< 2010
All Time Low,1,4,< 2010
All Time Low,1,4,< 2010
Alkaline Trio,1,4,< 2010
Alkaline Trio,3,4,< 2010
Alkaline Trio,3,4,< 2010
Alkaline Trio,4,4,< 2010
Against Me!,3,4,< 2010
Against Me!,4,4,< 2010
Against Me!,3,4,< 2010
Against Me!,1,4,< 2010
We Are Scientists,4,5,< 2010
We Are Scientists,2,5,< 2010
We Are Scientists,1,5,< 2010
We Are Scientists,2,5,< 2010
We Are Scientists,5,5,< 2010
Twisted Wheel,4,5,< 2010
Twisted Wheel,7,5,< 2010
Twisted Wheel,5,5,< 2010
Twisted Wheel,2,5,< 2010
Twisted Wheel,5,5,< 2010
The Wombats,2,5,< 2010
The Wombats,5,5,< 2010
The Wombats,2,5,< 2010
The Wombats,1,5,< 2010
The Wombats,1,5,< 2010
The View,2,5,< 2010
The View,1,5,< 2010
The View,1,5,< 2010
The View,4,5,< 2010
The View,5,5,< 2010
The Maccabees,4,5,< 2010
The Maccabees,2,5,< 2010
The Maccabees,2,5,< 2010
The Maccabees,1,5,< 2010
The Maccabees,1,5,< 2010
The Gaslight Anthem,3,5,< 2010
The Gaslight Anthem,2,5,< 2010
The Gaslight Anthem,1,5,< 2010
The Gaslight Anthem,1,5,< 2010
The Gaslight Anthem,1,5,< 2010
The Blackout,1,5,< 2010
The Blackout,4,5,< 2010
The Blackout,1,5,< 2010
The Blackout,2,5,< 2010
The Blackout,1,5,< 2010
Paramore,3,5,< 2010
Paramore,1,5,< 2010
Paramore,1,5,< 2010
Paramore,1,5,< 2010
Paramore,1,5,< 2010
Panic! At The Disco,1,5,< 2010
Panic! At The Disco,1,5,< 2010
Panic! At The Disco,2,5,< 2010
Panic! At The Disco,1,5,< 2010
Panic! At The Disco,1,5,< 2010
Mystery Jets,4,5,< 2010
Mystery Jets,2,5,< 2010
Mystery Jets,2,5,< 2010
Mystery Jets,1,5,< 2010
Mystery Jets,1,5,< 2010
Maxïmo Park,2,5,< 2010
Maxïmo Park,2,5,< 2010
Maxïmo Park,1,5,< 2010
Maxïmo Park,1,5,< 2010
Maxïmo Park,5,5,< 2010
Hadouken!,2,5,< 2010
Hadouken!,2,5,< 2010
Hadouken!,2,5,< 2010
Hadouken!,2,5,< 2010
Hadouken!,1,5,< 2010
Gallows,4,5,< 2010
Gallows,3,5,< 2010
Gallows,2,5,< 2010
Gallows,3,5,< 2010
Gallows,4,5,< 2010
Foals,3,5,< 2010
Foals,2,5,< 2010
Foals,2,5,< 2010
Foals,1,5,< 2010
Foals,1,5,< 2010
Everything Everything,5,5,< 2010
Everything Everything,2,5,< 2010
Everything Everything,2,5,< 2010
Everything Everything,2,5,< 2010
Everything Everything,2,5,< 2010
Eagles of Death Metal,4,5,< 2010
Eagles of Death Metal,1,5,< 2010
Eagles of Death Metal,1,5,< 2010
Eagles of Death Metal,1,5,< 2010
Eagles of Death Metal,1,5,< 2010
Dinosaur Pile-up,5,5,< 2010
Dinosaur Pile-up,2,5,< 2010
Dinosaur Pile-up,2,5,< 2010
Dinosaur Pile-up,4,5,< 2010
Dinosaur Pile-up,1,5,< 2010
Blood Red Shoes,3,5,< 2010
Blood Red Shoes,2,5,< 2010
Blood Red Shoes,4,5,< 2010
Blood Red Shoes,1,5,< 2010
Blood Red Shoes,1,5,< 2010
The Joy Formidable,5,6,< 2010
The Joy Formidable,4,6,< 2010
The Joy Formidable,2,6,< 2010
The Joy Formidable,1,6,< 2010
The Joy Formidable,2,6,< 2010
The Joy Formidable,1,6,< 2010
The Horrors,2,6,< 2010
The Horrors,2,6,< 2010
The Horrors,4,6,< 2010
The Horrors,2,6,< 2010
The Horrors,2,6,< 2010
The Horrors,5,6,< 2010
Metronomy,4,6,< 2010
Metronomy,2,6,< 2010
Metronomy,3,6,< 2010
Metronomy,2,6,< 2010
Metronomy,3,6,< 2010
Metronomy,2,6,< 2010
Lethal Bizzle,4,6,< 2010
Lethal Bizzle,4,6,< 2010
Lethal Bizzle,3,6,< 2010
Lethal Bizzle,2,6,< 2010
Lethal Bizzle,6,6,< 2010
Lethal Bizzle,2,6,< 2010
Fall Out Boy,1,6,< 2010
Fall Out Boy,1,6,< 2010
Fall Out Boy,1,6,< 2010
Fall Out Boy,1,6,< 2010
Fall Out Boy,1,6,< 2010
Fall Out Boy,1,6,< 2010
Bombay Bicycle Club,3,6,< 2010
Bombay Bicycle Club,2,6,< 2010
Bombay Bicycle Club,4,6,< 2010
Bombay Bicycle Club,2,6,< 2010
Bombay Bicycle Club,1,6,< 2010
Bombay Bicycle Club,2,6,< 2010
Bombay Bicycle Club,6,6,< 2010
Bombay Bicycle Club,Bombay Bicycle Club,6,< 2010
Anti-Flag,3,6,< 2010
Anti-Flag,3,6,< 2010
Anti-Flag,1,6,< 2010
Anti-Flag,3,6,< 2010
Anti-Flag,3,6,< 2010
You Me At Six,4,7,< 2010
You Me At Six,2,7,< 2010
You Me At Six,1,7,< 2010
You Me At Six,1,7,< 2010
You Me At Six,1,7,< 2010
You Me At Six,2,7,< 2010
You Me At Six,1,7,< 2010
Pulled Apart By Horses,5,7,< 2010
Pulled Apart By Horses,4,7,< 2010
Pulled Apart By Horses,4,7,< 2010
Pulled Apart By Horses,2,7,< 2010
Pulled Apart By Horses,1,7,< 2010
Pulled Apart By Horses,1,7,< 2010
Pulled Apart By Horses,5,7,< 2010
Frank Turner,3,7,< 2010
Frank Turner,3,7,< 2010
Frank Turner,2,7,< 2010
Frank Turner,2,7,< 2010
Frank Turner,1,7,< 2010
Frank Turner,1,7,< 2010
Frank Turner,5,7,< 2010
Crystal Castles,4,7,< 2010
Crystal Castles,3,7,< 2010
Crystal Castles,2,7,< 2010
Crystal Castles,2,7,< 2010
Crystal Castles,2,7,< 2010
Crystal Castles,1,7,< 2010
Crystal Castles,2,7,< 2010
Enter Shikari,2,8,< 2010
Enter Shikari,1,8,< 2010
Enter Shikari,2,8,< 2010
Enter Shikari,1,8,< 2010
Enter Shikari,1,8,< 2010
Enter Shikari,1,8,< 2010
Enter Shikari,1,8,< 2010
The Vaccines,2,4,< 2015
The Vaccines,1,4,< 2015
The Vaccines,1,4,< 2015
The Vaccines,1,4,< 2015
The Skints,3,4,< 2015
The Skints,3,4,< 2015
The Skints,4,4,< 2015
The Skints,2,4,< 2015
The 1975,5,4,< 2015
The 1975,2,4,< 2015
The 1975,2,4,< 2015
The 1975,1,4,< 2015
Sub Focus,3,4,< 2015
Sub Focus,3,4,< 2015
Sub Focus,3,4,< 2015
Sub Focus,2,4,< 2015
Peace,2,4,< 2015
Peace,1,4,< 2015
Peace,2,4,< 2015
Peace,5,4,< 2015
Palma Violets,4,4,< 2015
Palma Violets,2,4,< 2015
Palma Violets,5,4,< 2015
Palma Violets,1,4,< 2015
Lower Than Atlantis,4,4,< 2015
Lower Than Atlantis,1,4,< 2015
Lower Than Atlantis,2,4,< 2015
Lower Than Atlantis,1,4,< 2015
Krept & Konan,6,4,< 2015
Krept & Konan,6,4,< 2015
Krept & Konan,2,4,< 2015
Krept & Konan,1,4,< 2015
Jacob Plant,3,4,< 2015
Jacob Plant,3,4,< 2015
Jacob Plant,3,4,< 2015
Jacob Plant,3,4,< 2015
Fidlar,4,4,< 2015
Fidlar,2,4,< 2015
Fidlar,1,4,< 2015
Fidlar,4,4,< 2015
Dry The River,5,4,< 2015
Dry The River,2,4,< 2015
Dry The River,2,4,< 2015
Dry The River,1,4,< 2015
Dillon Francis,3,4,< 2015
Dillon Francis,3,4,< 2015
Dillon Francis,3,4,< 2015
Dillon Francis,3,4,< 2015
Circa Waves,5,4,< 2015
Circa Waves,2,4,< 2015
Circa Waves,1,4,< 2015
Circa Waves,2,4,< 2015
Charli XCX,3,4,< 2015
Charli XCX,3,4,< 2015
Charli XCX,3,4,< 2015
Charli XCX,1,4,< 2015
Two Door Cinema Club,2,5,< 2015
Two Door Cinema Club,1,5,< 2015
Two Door Cinema Club,2,5,< 2015
Two Door Cinema Club,2,5,< 2015
Two Door Cinema Club,1,5,< 2015
Sundara Karma,7,5,< 2015
Sundara Karma,5,5,< 2015
Sundara Karma,1,5,< 2015
Sundara Karma,2,5,< 2015
Sundara Karma,2,5,< 2015
Spector,6,5,< 2015
Spector,2,5,< 2015
Spector,5,5,< 2015
Spector,2,5,< 2015
Spector,5,5,< 2015
Slaves,7,5,< 2015
Slaves,4,5,< 2015
Slaves,2,5,< 2015
Slaves,1,5,< 2015
Slaves,2,5,< 2015
Marmozets,5,5,< 2015
Marmozets,2,5,< 2015
Marmozets,1,5,< 2015
Marmozets,2,5,< 2015
Giggs,4,5,< 2015
Giggs,6,5,< 2015
Giggs,6,5,< 2015
Giggs,2,5,< 2015
Giggs,1,5,< 2015
DJ Semtex,6,5,< 2015
DJ Semtex,6,5,< 2015
DJ Semtex,6,5,< 2015
DJ Semtex,6,5,< 2015
DJ Semtex,6,5,< 2015
Deaf Havana,1,5,< 2015
Deaf Havana,2,5,< 2015
Deaf Havana,1,5,< 2015
Deaf Havana,2,5,< 2015
Deaf Havana,2,5,< 2015
Bastille,4,5,< 2015
Bastille,2,5,< 2015
Bastille,1,5,< 2015
Bastille,1,5,< 2015
Bastille,2,5,< 2015
Twin Atlantic,5,6,< 2015
Twin Atlantic,2,6,< 2015
Twin Atlantic,1,6,< 2015
Twin Atlantic,2,6,< 2015
Twin Atlantic,2,6,< 2015
Twin Atlantic,1,6,< 2015
Don Broco,6,6,< 2015
Don Broco,4,6,< 2015
Don Broco,1,6,< 2015
Don Broco,2,6,< 2015
Don Broco,2,6,< 2015
Don Broco,2,6,< 2015
Ten Tonnes,7,4,<= 2019
Ten Tonnes,5,4,<= 2019
Ten Tonnes,5,4,<= 2019
Ten Tonnes,5,4,<= 2019
Frank Carter and the Rattlesnakes,4,4,<= 2019
Frank Carter and the Rattlesnakes,1,4,<= 2019
Frank Carter and the Rattlesnakes,2,4,<= 2019
Frank Carter and the Rattlesnakes,1,4,<= 2019
Fekky,6,4,<= 2019
Fekky,6,4,<= 2019
Fekky,6,4,<= 2019
Fekky,6,4,<= 2019
Blossoms,5,4,<= 2019
Blossoms,2,4,<= 2019
Blossoms,1,4,<= 2019
Blossoms,1,4,<= 2019